intervention_id,week_start,product_type,region,assignment,reference_price,observed_price,units_sold,revenue,contribution_margin
PI0000914,2025-02-03,Core,EMEA,control,165.0,165.0,308,50820.0,27442.8
PI0000915,2025-02-03,Core,LATAM,control,165.0,165.0,150,24750.0,13365.0
PI0000916,2025-02-03,Core,APAC,control,165.0,165.0,189,31185.0,16839.9
PI0000917,2025-02-03,Add-on,North America,control,92.0,92.0,181,16652.0,9991.2
PI0000918,2025-02-03,Add-on,EMEA,control,92.0,92.0,164,15088.0,9052.8
PI0000919,2025-02-03,Add-on,LATAM,price_up_10,92.0,101.2,99,10018.8,6011.28
PI0000920,2025-02-03,Add-on,APAC,price_down_10,92.0,82.8,129,10681.2,6408.72
PI0000921,2025-02-03,Premium,North America,price_up_10,305.0,335.5,85,28517.5,10836.65
PI0000922,2025-02-03,Premium,EMEA,price_up_10,305.0,335.5,98,32879.0,12494.02
PI0000923,2025-02-03,Premium,LATAM,control,305.0,305.0,57,17385.0,6606.3
PI0000924,2025-02-03,Premium,APAC,price_down_10,305.0,274.5,83,22783.5,8657.73
PI0000925,2025-02-03,Services,North America,price_down_10,388.0,349.2,60,20952.0,6495.12
PI0000926,2025-02-03,Services,EMEA,price_down_10,388.0,349.2,60,20952.0,6495.12
PI0000927,2025-02-03,Services,LATAM,price_down_10,388.0,349.2,43,15015.6,4654.84
PI0000928,2025-02-03,Services,APAC,price_up_10,388.0,426.8,45,19206.0,5953.86
PI0000929,2025-02-10,Core,North America,control,165.0,165.0,315,51975.0,28066.5
PI0000930,2025-02-10,Core,EMEA,price_up_10,165.0,181.5,214,38841.0,20974.14
PI0000931,2025-02-10,Core,LATAM,control,165.0,165.0,161,26565.0,14345.1
PI0000932,2025-02-10,Core,APAC,price_up_10,165.0,181.5,148,26862.0,14505.48
PI0000933,2025-02-10,Add-on,North America,price_down_10,92.0,82.8,215,17802.0,10681.2
PI0000934,2025-02-10,Add-on,EMEA,price_up_10,92.0,101.2,135,13662.0,8197.2
PI0000935,2025-02-10,Add-on,LATAM,price_down_10,92.0,82.8,123,10184.4,6110.64
PI0000936,2025-02-10,Add-on,APAC,price_up_10,92.0,101.2,118,11941.6,7164.96
PI0000937,2025-02-10,Premium,North America,price_up_10,305.0,335.5,103,34556.5,13131.47
PI0000938,2025-02-10,Premium,EMEA,control,305.0,305.0,85,25925.0,9851.5
PI0000939,2025-02-10,Premium,LATAM,control,305.0,305.0,69,21045.0,7997.1
PI0000940,2025-02-10,Premium,APAC,control,305.0,305.0,66,20130.0,7649.4
PI0000941,2025-02-10,Services,North America,price_down_10,388.0,349.2,74,25840.8,8010.65
PI0000942,2025-02-10,Services,EMEA,price_up_10,388.0,426.8,55,23474.0,7276.94
PI0000943,2025-02-10,Services,LATAM,price_down_10,388.0,349.2,28,9777.6,3031.06
PI0000944,2025-02-10,Services,APAC,control,388.0,388.0,59,22892.0,7096.52
PI0000945,2025-02-17,Core,North America,price_up_10,165.0,181.5,280,50820.0,27442.8
PI0000946,2025-02-17,Core,EMEA,price_down_10,165.0,148.5,311,46183.5,24939.09
PI0000947,2025-02-17,Core,LATAM,control,165.0,165.0,181,29865.0,16127.1
PI0000948,2025-02-17,Core,APAC,price_down_10,165.0,148.5,214,31779.0,17160.66
PI0000949,2025-02-17,Add-on,North America,price_up_10,92.0,101.2,174,17608.8,10565.28
PI0000950,2025-02-17,Add-on,EMEA,control,92.0,92.0,166,15272.0,9163.2
PI0000951,2025-02-17,Add-on,LATAM,control,92.0,92.0,96,8832.0,5299.2
PI0000952,2025-02-17,Add-on,APAC,price_up_10,92.0,101.2,94,9512.8,5707.68
PI0000953,2025-02-17,Premium,North America,price_up_10,305.0,335.5,98,32879.0,12494.02
PI0000954,2025-02-17,Premium,EMEA,price_up_10,305.0,335.5,99,33214.5,12621.51
PI0000955,2025-02-17,Premium,LATAM,control,305.0,305.0,59,17995.0,6838.1
PI0000956,2025-02-17,Premium,APAC,price_up_10,305.0,335.5,82,27511.0,10454.18
PI0000957,2025-02-17,Services,North America,control,388.0,388.0,75,29100.0,9021.0
PI0000958,2025-02-17,Services,EMEA,price_down_10,388.0,349.2,58,20253.6,6278.62
PI0000959,2025-02-17,Services,LATAM,price_up_10,388.0,426.8,34,14511.2,4498.47
PI0000960,2025-02-17,Services,APAC,price_up_10,388.0,426.8,35,14938.0,4630.78
PI0000961,2025-02-24,Core,North America,price_up_10,165.0,181.5,282,51183.0,27638.82
PI0000962,2025-02-24,Core,EMEA,price_up_10,165.0,181.5,201,36481.5,19700.01
PI0000963,2025-02-24,Core,LATAM,price_down_10,165.0,148.5,220,32670.0,17641.8
PI0000964,2025-02-24,Core,APAC,control,165.0,165.0,160,26400.0,14256.0
PI0000965,2025-02-24,Add-on,North America,control,92.0,92.0,176,16192.0,9715.2
PI0000966,2025-02-24,Add-on,EMEA,control,92.0,92.0,197,18124.0,10874.4
PI0000967,2025-02-24,Add-on,LATAM,price_up_10,92.0,101.2,91,9209.2,5525.52
PI0000968,2025-02-24,Add-on,APAC,price_down_10,92.0,82.8,171,14158.8,8495.28
PI0000969,2025-02-24,Premium,North America,control,305.0,305.0,105,32025.0,12169.5
PI0000970,2025-02-24,Premium,EMEA,control,305.0,305.0,109,33245.0,12633.1
PI0000971,2025-02-24,Premium,LATAM,price_down_10,305.0,274.5,64,17568.0,6675.84
PI0000972,2025-02-24,Premium,APAC,price_up_10,305.0,335.5,67,22478.5,8541.83
PI0000973,2025-02-24,Services,North America,control,388.0,388.0,95,36860.0,11426.6
PI0000974,2025-02-24,Services,EMEA,price_up_10,388.0,426.8,63,26888.4,8335.4
PI0000975,2025-02-24,Services,LATAM,price_up_10,388.0,426.8,39,16645.2,5160.01
PI0000976,2025-02-24,Services,APAC,price_down_10,388.0,349.2,65,22698.0,7036.38
PI0000977,2025-03-03,Core,North America,control,165.0,165.0,312,51480.0,27799.2
PI0000978,2025-03-03,Core,EMEA,price_up_10,165.0,181.5,199,36118.5,19503.99
PI0000979,2025-03-03,Core,LATAM,control,165.0,165.0,146,24090.0,13008.6
PI0000980,2025-03-03,Core,APAC,price_down_10,165.0,148.5,194,28809.0,15556.86
PI0000981,2025-03-03,Add-on,North America,control,92.0,92.0,206,18952.0,11371.2
PI0000982,2025-03-03,Add-on,EMEA,control,92.0,92.0,175,16100.0,9660.0
PI0000983,2025-03-03,Add-on,LATAM,price_down_10,92.0,82.8,118,9770.4,5862.24
PI0000984,2025-03-03,Add-on,APAC,price_up_10,92.0,101.2,130,13156.0,7893.6
PI0000985,2025-03-03,Premium,North America,control,305.0,305.0,100,30500.0,11590.0
PI0000986,2025-03-03,Premium,EMEA,control,305.0,305.0,110,33550.0,12749.0
PI0000987,2025-03-03,Premium,LATAM,price_down_10,305.0,274.5,54,14823.0,5632.74
PI0000988,2025-03-03,Premium,APAC,control,305.0,305.0,65,19825.0,7533.5
PI0000989,2025-03-03,Services,North America,price_down_10,388.0,349.2,75,26190.0,8118.9
PI0000990,2025-03-03,Services,EMEA,control,388.0,388.0,75,29100.0,9021.0
PI0000991,2025-03-03,Services,LATAM,price_down_10,388.0,349.2,38,13269.6,4113.58
PI0000992,2025-03-03,Services,APAC,control,388.0,388.0,44,17072.0,5292.32
PI0000993,2025-03-10,Core,North America,price_down_10,165.0,148.5,366,54351.0,29349.54
PI0000994,2025-03-10,Core,EMEA,price_up_10,165.0,181.5,239,43378.5,23424.39
PI0000995,2025-03-10,Core,LATAM,control,165.0,165.0,133,21945.0,11850.3
PI0000996,2025-03-10,Core,APAC,price_down_10,165.0,148.5,221,32818.5,17721.99
PI0000997,2025-03-10,Add-on,North America,price_up_10,92.0,101.2,188,19025.6,11415.36
PI0000998,2025-03-10,Add-on,EMEA,price_down_10,92.0,82.8,160,13248.0,7948.8
PI0000999,2025-03-10,Add-on,LATAM,price_down_10,92.0,82.8,143,11840.4,7104.24
PI0001000,2025-03-10,Add-on,APAC,price_up_10,92.0,101.2,138,13965.6,8379.36
PI0001001,2025-03-10,Premium,North America,control,305.0,305.0,104,31720.0,12053.6
PI0001002,2025-03-10,Premium,EMEA,control,305.0,305.0,100,30500.0,11590.0
PI0001003,2025-03-10,Premium,LATAM,price_down_10,305.0,274.5,54,14823.0,5632.74
PI0001004,2025-03-10,Premium,APAC,price_up_10,305.0,335.5,74,24827.0,9434.26
PI0001005,2025-03-10,Services,North America,price_up_10,388.0,426.8,56,23900.8,7409.25
PI0001006,2025-03-10,Services,EMEA,price_down_10,388.0,349.2,61,21301.2,6603.37
PI0001007,2025-03-10,Services,LATAM,price_down_10,388.0,349.2,41,14317.2,4438.33
PI0001008,2025-03-10,Services,APAC,price_down_10,388.0,349.2,56,19555.2,6062.11
PI0001009,2025-03-17,Core,North America,control,165.0,165.0,316,52140.0,28155.6
PI0001010,2025-03-17,Core,EMEA,price_up_10,165.0,181.5,195,35392.5,19111.95
PI0001011,2025-03-17,Core,LATAM,price_down_10,165.0,148.5,168,24948.0,13471.92
PI0001012,2025-03-17,Core,APAC,price_down_10,165.0,148.5,203,30145.5,16278.57
PI0001013,2025-03-17,Add-on,North America,price_up_10,92.0,101.2,167,16900.4,10140.24
PI0001014,2025-03-17,Add-on,EMEA,price_up_10,92.0,101.2,132,13358.4,8015.04
PI0001015,2025-03-17,Add-on,LATAM,price_down_10,92.0,82.8,110,9108.0,5464.8
PI0001016,2025-03-17,Add-on,APAC,price_up_10,92.0,101.2,120,12144.0,7286.4
PI0001017,2025-03-17,Premium,North America,price_up_10,305.0,335.5,126,42273.0,16063.74
PI0001018,2025-03-17,Premium,EMEA,price_up_10,305.0,335.5,102,34221.0,13003.98
PI0001019,2025-03-17,Premium,LATAM,price_down_10,305.0,274.5,66,18117.0,6884.46
PI0001020,2025-03-17,Premium,APAC,control,305.0,305.0,80,24400.0,9272.0
PI0001021,2025-03-17,Services,North America,price_down_10,388.0,349.2,70,24444.0,7577.64
PI0001022,2025-03-17,Services,EMEA,price_up_10,388.0,426.8,58,24754.4,7673.86
PI0001023,2025-03-17,Services,LATAM,price_down_10,388.0,349.2,37,12920.4,4005.32
PI0001024,2025-03-17,Services,APAC,price_up_10,388.0,426.8,49,20913.2,6483.09
PI0001025,2025-03-24,Core,North America,price_down_10,165.0,148.5,391,58063.5,31354.29
PI0001026,2025-03-24,Core,EMEA,price_up_10,165.0,181.5,247,44830.5,24208.47
PI0001027,2025-03-24,Core,LATAM,control,165.0,165.0,168,27720.0,14968.8
PI0001028,2025-03-24,Core,APAC,price_down_10,165.0,148.5,191,28363.5,15316.29
PI0001029,2025-03-24,Add-on,North America,price_down_10,92.0,82.8,245,20286.0,12171.6
PI0001030,2025-03-24,Add-on,EMEA,price_down_10,92.0,82.8,231,19126.8,11476.08
PI0001031,2025-03-24,Add-on,LATAM,price_down_10,92.0,82.8,124,10267.2,6160.32
PI0001032,2025-03-24,Add-on,APAC,control,92.0,92.0,161,14812.0,8887.2
PI0001033,2025-03-24,Premium,North America,control,305.0,305.0,121,36905.0,14023.9
PI0001034,2025-03-24,Premium,EMEA,price_down_10,305.0,274.5,82,22509.0,8553.42
PI0001035,2025-03-24,Premium,LATAM,control,305.0,305.0,65,19825.0,7533.5
PI0001036,2025-03-24,Premium,APAC,price_down_10,305.0,274.5,89,24430.5,9283.59
PI0001037,2025-03-24,Services,North America,price_up_10,388.0,426.8,60,25608.0,7938.48
PI0001038,2025-03-24,Services,EMEA,price_down_10,388.0,349.2,69,24094.8,7469.39
PI0001039,2025-03-24,Services,LATAM,control,388.0,388.0,33,12804.0,3969.24
PI0001040,2025-03-24,Services,APAC,price_up_10,388.0,426.8,59,25181.2,7806.17
PI0001041,2025-03-31,Core,North America,price_down_10,165.0,148.5,395,58657.5,31675.05
PI0001042,2025-03-31,Core,EMEA,price_down_10,165.0,148.5,321,47668.5,25740.99
PI0001043,2025-03-31,Core,LATAM,price_up_10,165.0,181.5,116,21054.0,11369.16
PI0001044,2025-03-31,Core,APAC,price_up_10,165.0,181.5,197,35755.5,19307.97
PI0001045,2025-03-31,Add-on,North America,price_down_10,92.0,82.8,273,22604.4,13562.64
PI0001046,2025-03-31,Add-on,EMEA,price_up_10,92.0,101.2,171,17305.2,10383.12
PI0001047,2025-03-31,Add-on,LATAM,price_down_10,92.0,82.8,152,12585.6,7551.36
PI0001048,2025-03-31,Add-on,APAC,price_up_10,92.0,101.2,113,11435.6,6861.36
PI0001049,2025-03-31,Premium,North America,control,305.0,305.0,99,30195.0,11474.1
PI0001050,2025-03-31,Premium,EMEA,control,305.0,305.0,102,31110.0,11821.8
PI0001051,2025-03-31,Premium,LATAM,price_down_10,305.0,274.5,55,15097.5,5737.05
PI0001052,2025-03-31,Premium,APAC,control,305.0,305.0,58,17690.0,6722.2
PI0001053,2025-03-31,Services,North America,price_up_10,388.0,426.8,69,29449.2,9129.25
PI0001054,2025-03-31,Services,EMEA,price_down_10,388.0,349.2,76,26539.2,8227.15
PI0001055,2025-03-31,Services,LATAM,control,388.0,388.0,34,13192.0,4089.52
PI0001056,2025-03-31,Services,APAC,price_up_10,388.0,426.8,40,17072.0,5292.32
PI0001057,2025-04-07,Core,North America,control,165.0,165.0,238,39270.0,21205.8
PI0001058,2025-04-07,Core,EMEA,price_up_10,165.0,181.5,229,41563.5,22444.29
PI0001059,2025-04-07,Core,LATAM,price_up_10,165.0,181.5,126,22869.0,12349.26
PI0001060,2025-04-07,Core,APAC,price_up_10,165.0,181.5,141,25591.5,13819.41
PI0001061,2025-04-07,Add-on,North America,price_up_10,92.0,101.2,165,16698.0,10018.8
PI0001062,2025-04-07,Add-on,EMEA,price_down_10,92.0,82.8,211,17470.8,10482.48
PI0001063,2025-04-07,Add-on,LATAM,control,92.0,92.0,107,9844.0,5906.4
PI0001064,2025-04-07,Add-on,APAC,price_up_10,92.0,101.2,117,11840.4,7104.24
PI0001065,2025-04-07,Premium,North America,price_up_10,305.0,335.5,114,38247.0,14533.86
PI0001066,2025-04-07,Premium,EMEA,control,305.0,305.0,109,33245.0,12633.1
PI0001067,2025-04-07,Premium,LATAM,price_down_10,305.0,274.5,60,16470.0,6258.6
PI0001068,2025-04-07,Premium,APAC,price_up_10,305.0,335.5,64,21472.0,8159.36
PI0001069,2025-04-07,Services,North America,price_up_10,388.0,426.8,71,30302.8,9393.87
PI0001070,2025-04-07,Services,EMEA,control,388.0,388.0,54,20952.0,6495.12
PI0001071,2025-04-07,Services,LATAM,price_up_10,388.0,426.8,29,12377.2,3836.93
PI0001072,2025-04-07,Services,APAC,control,388.0,388.0,39,15132.0,4690.92
PI0001073,2025-04-14,Core,North America,price_down_10,165.0,148.5,391,58063.5,31354.29
PI0001074,2025-04-14,Core,EMEA,price_down_10,165.0,148.5,296,43956.0,23736.24
PI0001075,2025-04-14,Core,LATAM,price_down_10,165.0,148.5,187,27769.5,14995.53
PI0001076,2025-04-14,Core,APAC,control,165.0,165.0,217,35805.0,19334.7
PI0001077,2025-04-14,Add-on,North America,price_down_10,92.0,82.8,230,19044.0,11426.4
PI0001078,2025-04-14,Add-on,EMEA,control,92.0,92.0,163,14996.0,8997.6
PI0001079,2025-04-14,Add-on,LATAM,price_up_10,92.0,101.2,91,9209.2,5525.52
PI0001080,2025-04-14,Add-on,APAC,price_up_10,92.0,101.2,132,13358.4,8015.04
PI0001081,2025-04-14,Premium,North America,price_down_10,305.0,274.5,138,37881.0,14394.78
PI0001082,2025-04-14,Premium,EMEA,price_down_10,305.0,274.5,86,23607.0,8970.66
PI0001083,2025-04-14,Premium,LATAM,control,305.0,305.0,65,19825.0,7533.5
PI0001084,2025-04-14,Premium,APAC,control,305.0,305.0,86,26230.0,9967.4
PI0001085,2025-04-14,Services,North America,control,388.0,388.0,55,21340.0,6615.4
PI0001086,2025-04-14,Services,EMEA,price_down_10,388.0,349.2,53,18507.6,5737.36
PI0001087,2025-04-14,Services,LATAM,price_down_10,388.0,349.2,43,15015.6,4654.84
PI0001088,2025-04-14,Services,APAC,price_up_10,388.0,426.8,36,15364.8,4763.09
PI0001089,2025-04-21,Core,North America,control,165.0,165.0,350,57750.0,31185.0
PI0001090,2025-04-21,Core,EMEA,price_down_10,165.0,148.5,285,42322.5,22854.15
PI0001091,2025-04-21,Core,LATAM,control,165.0,165.0,146,24090.0,13008.6
PI0001092,2025-04-21,Core,APAC,price_down_10,165.0,148.5,206,30591.0,16519.14
PI0001093,2025-04-21,Add-on,North America,price_down_10,92.0,82.8,194,16063.2,9637.92
PI0001094,2025-04-21,Add-on,EMEA,price_down_10,92.0,82.8,191,15814.8,9488.88
PI0001095,2025-04-21,Add-on,LATAM,price_up_10,92.0,101.2,88,8905.6,5343.36
PI0001096,2025-04-21,Add-on,APAC,control,92.0,92.0,157,14444.0,8666.4
PI0001097,2025-04-21,Premium,North America,price_up_10,305.0,335.5,89,29859.5,11346.61
PI0001098,2025-04-21,Premium,EMEA,price_up_10,305.0,335.5,88,29524.0,11219.12
PI0001099,2025-04-21,Premium,LATAM,control,305.0,305.0,73,22265.0,8460.7
PI0001100,2025-04-21,Premium,APAC,control,305.0,305.0,64,19520.0,7417.6
PI0001101,2025-04-21,Services,North America,price_down_10,388.0,349.2,57,19904.4,6170.36
PI0001102,2025-04-21,Services,EMEA,price_down_10,388.0,349.2,54,18856.8,5845.61
PI0001103,2025-04-21,Services,LATAM,price_down_10,388.0,349.2,41,14317.2,4438.33
PI0001104,2025-04-21,Services,APAC,price_down_10,388.0,349.2,51,17809.2,5520.85
PI0001105,2025-04-28,Core,North America,price_up_10,165.0,181.5,299,54268.5,29304.99
PI0001106,2025-04-28,Core,EMEA,price_up_10,165.0,181.5,194,35211.0,19013.94
PI0001107,2025-04-28,Core,LATAM,control,165.0,165.0,173,28545.0,15414.3
PI0001108,2025-04-28,Core,APAC,price_down_10,165.0,148.5,220,32670.0,17641.8
PI0001109,2025-04-28,Add-on,North America,price_down_10,92.0,82.8,199,16477.2,9886.32
PI0001110,2025-04-28,Add-on,EMEA,control,92.0,92.0,164,15088.0,9052.8
PI0001111,2025-04-28,Add-on,LATAM,price_up_10,92.0,101.2,107,10828.4,6497.04
PI0001112,2025-04-28,Add-on,APAC,price_down_10,92.0,82.8,146,12088.8,7253.28
PI0001113,2025-04-28,Premium,North America,price_up_10,305.0,335.5,103,34556.5,13131.47
PI0001114,2025-04-28,Premium,EMEA,price_up_10,305.0,335.5,100,33550.0,12749.0
PI0001115,2025-04-28,Premium,LATAM,price_up_10,305.0,335.5,59,19794.5,7521.91
PI0001116,2025-04-28,Premium,APAC,price_up_10,305.0,335.5,56,18788.0,7139.44
PI0001117,2025-04-28,Services,North America,price_up_10,388.0,426.8,61,26034.8,8070.79
PI0001118,2025-04-28,Services,EMEA,price_up_10,388.0,426.8,58,24754.4,7673.86
PI0001119,2025-04-28,Services,LATAM,control,388.0,388.0,35,13580.0,4209.8
PI0001120,2025-04-28,Services,APAC,price_down_10,388.0,349.2,44,15364.8,4763.09
PI0001121,2025-05-05,Core,North America,price_down_10,165.0,148.5,359,53311.5,28788.21
PI0001122,2025-05-05,Core,EMEA,price_up_10,165.0,181.5,252,45738.0,24698.52
PI0001123,2025-05-05,Core,LATAM,price_up_10,165.0,181.5,131,23776.5,12839.31
PI0001124,2025-05-05,Core,APAC,control,165.0,165.0,222,36630.0,19780.2
PI0001125,2025-05-05,Add-on,North America,control,92.0,92.0,218,20056.0,12033.6
PI0001126,2025-05-05,Add-on,EMEA,control,92.0,92.0,170,15640.0,9384.0
PI0001127,2025-05-05,Add-on,LATAM,price_up_10,92.0,101.2,79,7994.8,4796.88
PI0001128,2025-05-05,Add-on,APAC,price_down_10,92.0,82.8,156,12916.8,7750.08
PI0001129,2025-05-05,Premium,North America,control,305.0,305.0,112,34160.0,12980.8
PI0001130,2025-05-05,Premium,EMEA,price_up_10,305.0,335.5,88,29524.0,11219.12
PI0001131,2025-05-05,Premium,LATAM,price_down_10,305.0,274.5,77,21136.5,8031.87
PI0001132,2025-05-05,Premium,APAC,control,305.0,305.0,67,20435.0,7765.3
PI0001133,2025-05-05,Services,North America,price_up_10,388.0,426.8,62,26461.6,8203.1
PI0001134,2025-05-05,Services,EMEA,price_down_10,388.0,349.2,62,21650.4,6711.62
PI0001135,2025-05-05,Services,LATAM,price_up_10,388.0,426.8,41,17498.8,5424.63
PI0001136,2025-05-05,Services,APAC,price_up_10,388.0,426.8,61,26034.8,8070.79
PI0001137,2025-05-12,Core,North America,control,165.0,165.0,301,49665.0,26819.1
PI0001138,2025-05-12,Core,EMEA,price_down_10,165.0,148.5,321,47668.5,25740.99
PI0001139,2025-05-12,Core,LATAM,price_up_10,165.0,181.5,140,25410.0,13721.4
PI0001140,2025-05-12,Core,APAC,price_down_10,165.0,148.5,238,35343.0,19085.22
PI0001141,2025-05-12,Add-on,North America,control,92.0,92.0,197,18124.0,10874.4
PI0001142,2025-05-12,Add-on,EMEA,price_up_10,92.0,101.2,123,12447.6,7468.56
PI0001143,2025-05-12,Add-on,LATAM,price_down_10,92.0,82.8,130,10764.0,6458.4
PI0001144,2025-05-12,Add-on,APAC,price_up_10,92.0,101.2,118,11941.6,7164.96
PI0001145,2025-05-12,Premium,North America,price_down_10,305.0,274.5,95,26077.5,9909.45
PI0001146,2025-05-12,Premium,EMEA,control,305.0,305.0,94,28670.0,10894.6
PI0001147,2025-05-12,Premium,LATAM,price_down_10,305.0,274.5,63,17293.5,6571.53
PI0001148,2025-05-12,Premium,APAC,price_down_10,305.0,274.5,63,17293.5,6571.53
PI0001149,2025-05-12,Services,North America,price_up_10,388.0,426.8,61,26034.8,8070.79
PI0001150,2025-05-12,Services,EMEA,price_down_10,388.0,349.2,74,25840.8,8010.65
PI0001151,2025-05-12,Services,LATAM,price_down_10,388.0,349.2,34,11872.8,3680.57
PI0001152,2025-05-12,Services,APAC,price_up_10,388.0,426.8,42,17925.6,5556.94
PI0001153,2025-05-19,Core,North America,price_up_10,165.0,181.5,297,53905.5,29108.97
PI0001154,2025-05-19,Core,EMEA,price_up_10,165.0,181.5,286,51909.0,28030.86
PI0001155,2025-05-19,Core,LATAM,price_up_10,165.0,181.5,131,23776.5,12839.31
PI0001156,2025-05-19,Core,APAC,price_down_10,165.0,148.5,250,37125.0,20047.5
PI0001157,2025-05-19,Add-on,North America,price_down_10,92.0,82.8,234,19375.2,11625.12
PI0001158,2025-05-19,Add-on,EMEA,control,92.0,92.0,150,13800.0,8280.0
PI0001159,2025-05-19,Add-on,LATAM,price_up_10,92.0,101.2,81,8197.2,4918.32
PI0001160,2025-05-19,Add-on,APAC,price_up_10,92.0,101.2,118,11941.6,7164.96
PI0001161,2025-05-19,Premium,North America,control,305.0,305.0,85,25925.0,9851.5
PI0001162,2025-05-19,Premium,EMEA,price_down_10,305.0,274.5,91,24979.5,9492.21
PI0001163,2025-05-19,Premium,LATAM,control,305.0,305.0,47,14335.0,5447.3
PI0001164,2025-05-19,Premium,APAC,price_up_10,305.0,335.5,81,27175.5,10326.69
PI0001165,2025-05-19,Services,North America,price_down_10,388.0,349.2,94,32824.8,10175.69
PI0001166,2025-05-19,Services,EMEA,price_up_10,388.0,426.8,59,25181.2,7806.17
PI0001167,2025-05-19,Services,LATAM,price_down_10,388.0,349.2,40,13968.0,4330.08
PI0001168,2025-05-19,Services,APAC,control,388.0,388.0,38,14744.0,4570.64
PI0001169,2025-05-26,Core,North America,control,165.0,165.0,285,47025.0,25393.5
PI0001170,2025-05-26,Core,EMEA,price_down_10,165.0,148.5,261,38758.5,20929.59
PI0001171,2025-05-26,Core,LATAM,price_down_10,165.0,148.5,160,23760.0,12830.4
PI0001172,2025-05-26,Core,APAC,price_down_10,165.0,148.5,228,33858.0,18283.32
PI0001173,2025-05-26,Add-on,North America,control,92.0,92.0,217,19964.0,11978.4
PI0001174,2025-05-26,Add-on,EMEA,price_down_10,92.0,82.8,165,13662.0,8197.2
PI0001175,2025-05-26,Add-on,LATAM,price_down_10,92.0,82.8,157,12999.6,7799.76
PI0001176,2025-05-26,Add-on,APAC,price_up_10,92.0,101.2,110,11132.0,6679.2
PI0001177,2025-05-26,Premium,North America,price_up_10,305.0,335.5,97,32543.5,12366.53
PI0001178,2025-05-26,Premium,EMEA,price_up_10,305.0,335.5,67,22478.5,8541.83
PI0001179,2025-05-26,Premium,LATAM,price_up_10,305.0,335.5,44,14762.0,5609.56
PI0001180,2025-05-26,Premium,APAC,control,305.0,305.0,64,19520.0,7417.6
PI0001181,2025-05-26,Services,North America,price_down_10,388.0,349.2,89,31078.8,9634.43
PI0001182,2025-05-26,Services,EMEA,price_up_10,388.0,426.8,51,21766.8,6747.71
PI0001183,2025-05-26,Services,LATAM,price_down_10,388.0,349.2,38,13269.6,4113.58
PI0001184,2025-05-26,Services,APAC,price_up_10,388.0,426.8,40,17072.0,5292.32
PI0001185,2025-06-02,Core,North America,price_down_10,165.0,148.5,318,47223.0,25500.42
PI0001186,2025-06-02,Core,EMEA,control,165.0,165.0,278,45870.0,24769.8
PI0001187,2025-06-02,Core,LATAM,control,165.0,165.0,155,25575.0,13810.5
PI0001188,2025-06-02,Core,APAC,price_up_10,165.0,181.5,153,27769.5,14995.53
PI0001189,2025-06-02,Add-on,North America,price_up_10,92.0,101.2,146,14775.2,8865.12
PI0001190,2025-06-02,Add-on,EMEA,price_up_10,92.0,101.2,166,16799.2,10079.52
PI0001191,2025-06-02,Add-on,LATAM,price_down_10,92.0,82.8,123,10184.4,6110.64
PI0001192,2025-06-02,Add-on,APAC,control,92.0,92.0,127,11684.0,7010.4
PI0001193,2025-06-02,Premium,North America,price_up_10,305.0,335.5,90,30195.0,11474.1
PI0001194,2025-06-02,Premium,EMEA,price_up_10,305.0,335.5,74,24827.0,9434.26
PI0001195,2025-06-02,Premium,LATAM,price_down_10,305.0,274.5,61,16744.5,6362.91
PI0001196,2025-06-02,Premium,APAC,control,305.0,305.0,58,17690.0,6722.2
PI0001197,2025-06-02,Services,North America,price_down_10,388.0,349.2,61,21301.2,6603.37
PI0001198,2025-06-02,Services,EMEA,control,388.0,388.0,56,21728.0,6735.68
PI0001199,2025-06-02,Services,LATAM,control,388.0,388.0,40,15520.0,4811.2
PI0001200,2025-06-02,Services,APAC,price_down_10,388.0,349.2,44,15364.8,4763.09
PI0001201,2025-06-09,Core,North America,price_up_10,165.0,181.5,283,51364.5,27736.83
PI0001202,2025-06-09,Core,EMEA,price_down_10,165.0,148.5,235,34897.5,18844.65
PI0001203,2025-06-09,Core,LATAM,control,165.0,165.0,135,22275.0,12028.5
PI0001204,2025-06-09,Core,APAC,control,165.0,165.0,199,32835.0,17730.9
PI0001205,2025-06-09,Add-on,North America,control,92.0,92.0,191,17572.0,10543.2
PI0001206,2025-06-09,Add-on,EMEA,price_down_10,92.0,82.8,209,17305.2,10383.12
PI0001207,2025-06-09,Add-on,LATAM,price_up_10,92.0,101.2,87,8804.4,5282.64
PI0001208,2025-06-09,Add-on,APAC,price_down_10,92.0,82.8,130,10764.0,6458.4
PI0001209,2025-06-09,Premium,North America,price_down_10,305.0,274.5,109,29920.5,11369.79
PI0001210,2025-06-09,Premium,EMEA,price_up_10,305.0,335.5,79,26504.5,10071.71
PI0001211,2025-06-09,Premium,LATAM,price_down_10,305.0,274.5,57,15646.5,5945.67
PI0001212,2025-06-09,Premium,APAC,control,305.0,305.0,53,16165.0,6142.7
PI0001213,2025-06-09,Services,North America,price_down_10,388.0,349.2,79,27586.8,8551.91
PI0001214,2025-06-09,Services,EMEA,control,388.0,388.0,62,24056.0,7457.36
PI0001215,2025-06-09,Services,LATAM,control,388.0,388.0,36,13968.0,4330.08
PI0001216,2025-06-09,Services,APAC,price_up_10,388.0,426.8,45,19206.0,5953.86
PI0001217,2025-06-16,Core,North America,control,165.0,165.0,270,44550.0,24057.0
